id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0,1.0086870905364171,0.40048599325384443,0.6681145150894029,0.3898659257322445,0.4039650513358075,0.8570606158223039,0.8873184048293179,0.7901221418924907,0.7791797188144354,0.181753647352529,0
1,-0.14276975952673102,0.8004397246392084,0.47620504007887815,0.71766238064287,-0.11427858700238258,-0.6203205485451713,0.5768106950569081,0.8761505067868129,-0.09908618669464353,0.08498910504731057,0
2,0.4189402210459494,-0.9721812465614434,0.5698233701743249,0.8261168076842732,-0.40728582633117777,-0.7696254673557331,-0.5029453508819755,0.7992116641315028,0.22922715899857812,-0.14088588023642448,0
3,-1.1947086067250825,-1.7525057876167391,0.3008818988791529,0.98353621137409,2.0937337478012377,-1.6439478806471792,-0.9945056367185792,0.4066830929972031,0.16808101034046313,-1.181278622132811,0
4,0.18977644403537464,0.4580838790529701,0.5316294073392291,0.44223034807419237,0.08693352963660331,-0.17382574153750446,0.5702277877474891,0.9520181418646936,0.1691909245203858,0.017159920574923222,0
5,0.5050205050114782,0.39262369348955384,0.5841700841685796,0.38261378165424254,0.1982830159655663,0.10089234579266937,0.7151488527594541,0.9214195444336587,0.4470103281480458,0.03155459615280693,0
6,-0.04475541927894942,-0.47281534485568893,0.49254076345350845,0.45539455943195895,0.02116104900053742,-0.2215513027761695,-0.47582294683196125,0.9558909135782541,-0.03983198927260213,-0.01763159574648258,0
7,0.6036306659342807,0.6090067922722735,0.6006051109890468,0.572053096933135,0.3676151755778126,-0.006519292177500857,0.8374688968213472,0.8632492161124072,0.465583859896349,0.07430316344153588,0
8,-0.9185156106232375,-0.25263301404183847,0.3469140648961271,0.24995425872243013,0.2320473671562282,0.7798474871747151,-0.8246400426847306,0.8340191849519256,-0.7694757752297235,-0.1318414707665912,0
9,0.4228837979962779,-1.637723703803757,0.5704806329993797,0.9977611989741166,-0.6925668199330641,-2.5033082233929393,-0.8381254366132979,0.5642860770203079,-0.027445954243531606,-0.7194963156913899,0
